Κατηγορία,Σχολείο,Κωδικός,Διεύθυνση,Περιφερειακή Διεύθυνση
Ιδιωτικά Σχολεία,ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΤΑΤΣΙΟΥ ΚΩΝΣΤΑΝΤΙΝΑ (ΠΑΙΧΝΙΔΙΑ ΚΑΙ ΟΝΕΙΡΑ),7053055,"ΕΛ. ΒΕΝΙΖΕΛΟΥ 81, ΤΚ",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Ιδιωτικά Σχολεία,ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΦΩΤΕΙΝΟΣ ΓΕΩΡΓΙΟΣΠΡΟΣΧΟΛΙΚΗ ΑΓΩΓΗ ΦΩΤΕΙΝΟΥ.,7053023,"ΑΙΤΩΛΟΥ 4, ΤΚ 13451",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Ιδιωτικά Σχολεία,ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΧΑΛΚΙΑΣ ΓΕΩΡΓΙΟΣ,7053047,"ΗΛΙΑ ΒΕΝΕΖΗ 37, ΤΚ 12461",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,10ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,9051313,"ΠΑΠΑΔΙΑΜΑΝΤΗ ΚΑΙ ΔΕΛΗΓΙΑΝΝΗ, ΤΚ 12351",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,10ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,9051514,"ΝΑΥΑΡΙΝΟΥ 4, ΤΚ 13562",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,10ο ΝΗΠΙΑΓΩΓΕΙΟ ΙΛΙΟΥ,9050987,"ΗΡΑΚΛΕΙΟΥ ΚΑΙ ΜΕΛΕΤΗ 8, ΤΚ 13122",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,10ο ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΜΑΤΕΡΟΥ,9051928,"ΜΑΚΕΔΟΝΙΑΣ 32 & ΑΛΙΕΝΤΕ, ΤΚ 13451",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,10ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,9050840,"ΦΙΛΙΚΩΝ ΚΑΙ ΑΠΠΙΑΝΟΥ 2, ΤΚ 12131",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,10ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΤΡΟΥΠΟΛΗΣ,9051425,"ΣΠΑΡΤΗΣ 56, ΤΚ 13231",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,10ο ΝΗΠΙΑΓΩΓΕΙΟ ΧΑΪΔΑΡΙΟΥ,9051434,"ΟΔΥΣΣΕΩΣ 6, ΤΚ 12461",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,11ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,9051459,"ΚΑΡΑΟΛΗ ΚΑΙ ΛΥΚΟΥΡΓΟΥ 9, ΤΚ 12351",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,11ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,9051927,"ΚΡΥΟΝΕΡΙΟΥ 2-4, ΤΚ 13562",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,11ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΙΓΑΛΕΩ,9050983,"ΖΗΝΩΝΟΣ ΚΑΙ ΠΡΟΜΗΘΕΩΣ 1, ΤΚ 12241",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,11ο ΝΗΠΙΑΓΩΓΕΙΟ ΙΛΙΟΥ,9051061,"ΠΟΛΥΓΥΡΟΥ ΚΑΙ ΚΗΦΙΣΣΟΥ 2, ΤΚ 13122",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,11ο ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΜΑΤΕΡΟΥ,9521204,"ΑΓ ΝΙΚΟΛΑΟΥ 27 & ΑΡΑΧΩΒΗΣ 15, ΤΚ 13451",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,11ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,9050841,"ΘΕΤΙΔΟΣ 6 ΚΑΙ ΠΗΛΕΩΣ, ΤΚ 12135",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,11ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΤΡΟΥΠΟΛΗΣ,9051458,"ΑΝΑΤΟΛΙΚΗΣ ΡΩΜΥΛΙΑΣ ΚΑΙ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ, ΤΚ 13231",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,11ο ΝΗΠΙΑΓΩΓΕΙΟ ΧΑΪΔΑΡΙΟΥ,9051460,"ΚΟΜΝΗΝΩΝ 39, ΤΚ 12462",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,12ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,9051529,"ΛΗΜΝΟΥ ΚΑΙ ΜΑΚΑΡΙΟΥ, ΤΚ 12351",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,12ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,9520558,"ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ ΚΑΙ ΑΡΤΑΣ 2, ΤΚ 13562",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,12ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΙΓΑΛΕΩ,9050984,"ΑΓΙΑΣ ΜΑΡΙΝΗΣ 15, ΤΚ 12244",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,12ο ΝΗΠΙΑΓΩΓΕΙΟ ΙΛΙΟΥ,9051062,"ΞΥΛΟΚΑΣΤΡΟΥ 2 & ΦΛΕΒΑΣ, ΤΚ 13122",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,12ο ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΜΑΤΕΡΟΥ,9521570,"ΤΕΡΜΑ ΑΘ. ΔΙΑΚΟΥ, ΤΚ 13451",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,12ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,9050766,"ΠΑΡΝΗΘΟΣ 106, ΤΚ 12136",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,12ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΤΡΟΥΠΟΛΗΣ,9051636,"ΒΑΛΤΕΤΣΙΟΥ 25, ΤΚ 13232",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,12ο ΝΗΠΙΑΓΩΓΕΙΟ ΧΑΪΔΑΡΙΟΥ,9051516,"ΛΑΚΩΝΙΑΣ 19, ΤΚ 12461",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,13ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,9051632,"ΡΑΙΔΕΣΤΟΥ 2, ΤΚ 12351",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,13ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΙΓΑΛΕΩ,9051224,"ΠΕΡΓΑΜΟΥ ΚΑΙ ΚΟΛΟΚΟΤΡΩΝΗ 1, ΤΚ 12242",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,13ο ΝΗΠΙΑΓΩΓΕΙΟ ΙΛΙΟΥ,9051063,"ΚΑΠΠΑΔΟΚΙΑΣ 21, ΤΚ 13121",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,13ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,9050859,"ΟΛΥΜΠΙΟΝΙΚΩΝ ΚΑΙ ΚΟΤΖΙΑ, ΤΚ 12137",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,13ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΤΡΟΥΠΟΛΗΣ,9051637,"ΚΩΣΤΑ ΒΑΡΝΑΛΗ 39, ΤΚ 13231",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,13ο ΝΗΠΙΑΓΩΓΕΙΟ ΧΑΪΔΑΡΙΟΥ,9051595,"ΑΝΟΙΞΕΩΣ ΚΑΙ ΠΑΠΑΝΙΚΟΛΗ 9, ΤΚ 12461",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,14ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΙΓΑΛΕΩ,9051046,"ΙΕΡΟΛΟΧΙΤΩΝ 1, ΤΚ 12244",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,14ο ΝΗΠΙΑΓΩΓΕΙΟ ΙΛΙΟΥ,9051064,"ΒΙΤΥΒΙΛΙΑ 34, ΤΚ 13122",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,14ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,9050860,"Αλμυρού 9, ΤΚ 12135",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,14ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΤΡΟΥΠΟΛΗΣ,9520643,"ΠΕΛΟΠΟΝΝΗΣΟΥ ΚΑΙ ΒΟΡΕΙΟΥ ΗΠΕΙΡΟΥ, ΤΚ 13231",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,14ο ΝΗΠΙΑΓΩΓΕΙΟ ΧΑΪΔΑΡΙΟΥ,9051829,"ΚΕΡΚΥΡΑΣ 10, ΤΚ 12461",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,15ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΙΓΑΛΕΩ,9051048,"ΟΛΥΜΠΙΑΣ ΚΑΙ ΚΟΡΙΝΘΟΥ 1, ΤΚ 12243",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,15ο ΝΗΠΙΑΓΩΓΕΙΟ ΙΛΙΟΥ,9051065,"ΒΕΛΕΣΤΙΝΟΥ 40, ΤΚ 13123",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,15ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,9050861,"ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ ΚΑΙ ΠΛΑΤΩΝΟΣ 40, ΤΚ 12132",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,15ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΤΡΟΥΠΟΛΗΣ - ΕΛΛΗ ΑΛΕΞΙΟΥ,9051918,"ΚΝΩΣΟΥ & ΗΦΑΙΣΤΟΥ, ΤΚ 13231",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,15ο ΝΗΠΙΑΓΩΓΕΙΟ ΧΑΙΔΑΡΙΟΥ,9051837,"ΜΠΟΥΜΠΟΥΛΙΝΑΣ ΚΑΙ ΝΑΞΟΥ, ΤΚ 12462",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,16ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΙΓΑΛΕΩ,9051047,"ΠΑΠΟΥΛΑ 76, ΤΚ 12244",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,16ο ΝΗΠΙΑΓΩΓΕΙΟ ΙΛΙΟΥ,9051238,"ΚΑΡΠΕΝΗΣΙΟΥ 30, ΤΚ 13122",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,16ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,9050862,"ΠΥΡΓΙΩΤΙΣΣΗΣ ΚΑΙ ΛΥΚΟΣΟΥΡΑΣ, ΤΚ 12136",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,16ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΤΡΟΥΠΟΛΗΣ,9521205,"ΣΟΥΛΙΟΥ 52, ΤΚ 13231",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,16ο ΝΗΠΙΑΓΩΓΕΙΟ ΧΑΪΔΑΡΙΟΥ,9520642,"ΡΙΜΙΝΙ 2, ΤΚ 12461",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,17ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΙΓΑΛΕΩ,9051049,"ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ 22α ΚΑΙ ΕΥΡΥΤΑΝΙΑΣ, ΤΚ 12243",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,17ο ΝΗΠΙΑΓΩΓΕΙΟ ΙΛΙΟΥ,9051409,"ΠΕΤΡΟΥΠΟΛΕΩΣ 76, ΤΚ 13123",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,17ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,9050863,"ΛΥΣΙΑ ΚΑΙ ΛΑΔΑ, ΤΚ 12132",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,17ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΤΡΟΥΠΟΛΗΣ,9521206,"ΒΑΛΤΕΤΣΙΟΥ 25, ΤΚ 13232",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,17ο ΝΗΠΙΑΓΩΓΕΙΟ ΧΑΪΔΑΡΙΟΥ,9521257,"ΗΛΙΑ ΒΕΝΕΖΗ ΚΑΙ ΔΩΔΕΚΑΝΗΣΟΥ 41, ΤΚ 12461",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,18ο ΝΗΠΙΑΓΩΓΕΙΟ ΙΛΙΟΥ,9051410,"ΑΡΓΥΡΟΚΑΣΤΡΟΥ 49, ΤΚ 13123",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,18ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,9050921,"ΙΘΑΚΗΣ ΚΑΙ ΡΟΔΟΥ, ΤΚ 12133",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,18ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΤΡΟΥΠΟΛΗΣ,9521652,"ΘΕΣΣΑΛΙΑΣ ΚΑΙ ΡΗΓΑ ΦΕΡΑΙΟΥ, ΤΚ 13231",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,18ο ΝΗΠΙΑΓΩΓΕΙΟ ΧΑΪΔΑΡΙΟΥ,9059235,"ΚΥΠΡΙΩΝ ΑΓΩΝΙΣΤΩΝ 72, ΤΚ 12462",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,19ο ΝΗΠΙΑΓΩΓΕΙΟ ΙΛΙΟΥ,9051518,"ΒΡΥΣΗΙΔΟΣ 53 και ΠΟΛΥΦΗΜΟΥ, ΤΚ 13121",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,19ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,9050985,"ΚΕΡΚΥΡΑΣ 15, ΤΚ 12133",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,1ο ΕΙΔΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ ΙΛΙΟΥ,9520805,"ΚΑΠΠΑΔΟΚΙΑΣ 9, ΤΚ 13121",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,1ο ΕΙΔΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,9520637,"ΦΙΛΙΚΩΝ 65, ΤΚ 12131",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,9050335,"ΚΑΛΑΒΡΥΤΩΝ 52, ΤΚ 12351",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,9050420,"ΜΑΥΡΟΜΙΧΑΛΗ 12, ΤΚ 13561",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΙΓΑΛΕΩ,9050345,"ΣΜΥΡΝΗΣ ΚΑΙ ΜΑΓΝΗΣΙΑΣ 58, ΤΚ 12242",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΙΛΙΟΥ,9050434,"ΝΑΥΣΙΚΑΣ ΚΑΙ ΕΚΤΟΡΟΣ, ΤΚ 13122",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΜΑΤΕΡΟΥ,9050258,"ΘΕΣΣΑΛΟΝΙΚΗΣ 37, ΤΚ 13451",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,9050378,"ΔΗΜΟΣΘΕΝΟΥΣ 44, ΤΚ 12132",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΤΡΟΥΠΟΛΗΣ,9050442,"ΣΟΥΛΙΟΥ 52, ΤΚ 13231",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΧΑΪΔΑΡΙΟΥ,9050368,"ΧΡΙΣΤΟΦΟΡΟΥ ΠΕΡΡΑΙΒΟΥ 8, ΤΚ 12461",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,20ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΙΓΑΛΕΩ,9051222,"ΡΗΓΑ ΦΕΡΑΙΟΥ ΚΑΙ ΚΑΠΟΔΙΣΤΡΙΟΥ, ΤΚ 12241",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,20ο ΝΗΠΙΑΓΩΓΕΙΟ ΙΛΙΟΥ,9051591,"ΠΟΛΥΤΕΚΝΩΝ 12, ΤΚ 13121",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,20ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,9051050,"ΙΘΑΚΗΣ ΚΑΙ ΡΟΔΟΥ, ΤΚ 12133",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,21ο ΝΗΠΙΑΓΩΓΕΙΟ ΙΛΙΟΥ,9051592,"ΑΝΔΡΟΥ ΚΑΙ ΣΠΕΤΣΩΝ, ΤΚ 13122",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,21ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,9051051,"ΦΙΛΙΚΩΝ ΚΑΙ ΑΠΠΙΑΝΟΥ 2, ΤΚ 12131",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,22o ΝΗΠΙΑΓΩΓΕΙΟ ΙΛΙΟΥ,9051593,"ΒΙΤΥΒΙΛΙΑ 34, ΤΚ 13122",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,22ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΙΓΑΛΕΩ,9051303,"ΣΕΡΙΦΟΥ ΚΑΙ ΞΑΝΘΗΣ 1, ΤΚ 12243",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,22ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,9051052,"ΠΕΛΑΣΓΙΑΣ ΚΑΙ ΠΡΕΣΠΑΣ, ΤΚ 12136",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,23o ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,9051053,"ΠΡΟΣΚΟΠΩΝ ΚΑΙ ΝΑΪΑΔΩΝ, ΤΚ 12137",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,23ο ΝΗΠΙΑΓΩΓΕΙΟ ΙΛΙΟΥ,9051638,"ΠΑΤΡΙΑΡΧΟΥ ΦΩΤΙΟΥ ΚΑΙ ΚΥΡΙΛΛΟΥ, ΤΚ 13121",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,24ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΙΓΑΛΕΩ,9051420,"ΧΑΛΕΠΑ ΚΑΙ ΓΚΥΖΗ 24, ΤΚ 12241",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,24ο ΝΗΠΙΑΓΩΓΕΙΟ ΙΛΙΟΥ,9051782,"ΚΑΛΠΑΚΙΟΥ ΚΑΙ ΡΟΔΟΥ, ΤΚ 13123",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,24ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,9051054,"ΚΑΠΕΤΑΝ ΧΡΟΝΑ 38, ΤΚ 12135",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,25ο ΝΗΠΙΑΓΩΓΕΙΟ ΙΛΙΟΥ,9051803,"ΚΑΛΠΑΚΙΟΥ ΚΑΙ ΡΟΔΟΥ, ΤΚ 13123",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,25ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,9051055,"ΠΑΛΑΙΑΣ ΚΑΒΑΛΑΣ ΚΑΙ ΘΕΟΚΛΗΤΟΥ 11, ΤΚ 12136",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,26ο ΝΗΠΙΑΓΩΓΕΙΟ ΙΛΙΟΥ,9051807,"ΦΑΝΑΡΙΟΥ 4, ΤΚ 13121",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
Νηπιαγωγεία,26ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,9051056,"ΤΑΤΑΚΗ 1, ΤΚ 12131",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ
