Κατηγορία,Σχολείο,Κωδικός,Διεύθυνση,Περιφερειακή Διεύθυνση,lat,lon,Τύπος,Type
Δημοτικά Σχολεία,1ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΑΡΑΘΩΝΑ,9050580,"ΑΝΑΣΤΑΣΙΟΥ ΧΡΥΣΙΝΑ 7,  19007",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.1596869,23.9563644,Δημόσιο,Public
Δημοτικά Σχολεία,1ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΑΡΚΟΠΟΥΛΟΥ,9050584,"Γ. ΠΑΠΑΒΑΣΙΛΕΙΟΥ 34 & ΔΗΜΗΤΡΙΟΥ ΚΑΡΑΟΛΗ 1,  19003",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.8872029,23.9344739,Δημόσιο,Public
Δημοτικά Σχολεία,1ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΙΚΕΡΜΙΟΥ,9050606,"ΙΕΡΕΩΣ ΚΟΝΤΟΡΑΒΔΗ 9,  19009",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.0042363,23.9380916,Δημόσιο,Public
Δημοτικά Σχολεία,1ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΟΡΤΟ ΡΑΦΤΗ,9050586,"ΚΑΡΟΛΟΥ ΚΟΥΝ 1,  19023",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.0189847,23.6446828,Δημόσιο,Public
Δημοτικά Σχολεία,1ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΑΡΩΝΙΔΑΣ,9050938,"Κεφαλληνίας 28,  19013",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.7501274,23.9124635,Δημόσιο,Public
Δημοτικά Σχολεία,20ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ,9051832,"ΠΡΟΥΣΗΣ 1,  13672",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,,,Δημόσιο,Public
Δημοτικά Σχολεία,21ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΕΣ,9051856,"ΜΕΣΣΗΝΙΑΣ ΚΑΙ ΣΚΑΡΙΜΠΑ,  13671",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.1060344,23.7377683,Δημόσιο,Public
Δημοτικά Σχολεία,22ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ,9051857,"ΣΠΑΡΤΗΣ ΚΑΙ ΜΗΤΡΟΜΑΡΑΣ,  13678",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.0921755,23.7389968,Δημόσιο,Public
Δημοτικά Σχολεία,23ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ,9521333,"ΑΝΔΡΙΤΣΑΙΝΗΣ 15,  13672",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.0222025,23.6928267,Δημόσιο,Public
Δημοτικά Σχολεία,24ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ,9051867,"ΚΡΗΝΗΣ 33,  13675",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.9976867,23.6671919,Δημόσιο,Public
Δημοτικά Σχολεία,25ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ,9520569,"ΠΤΟΛΕΜΑΪΔΟΣ 50,  13678",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.0986103,23.7415841,Δημόσιο,Public
Δημοτικά Σχολεία,26ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ,9521047,"ΙΩΑΝΝΗ ΜΕΛΙΣΣΑΝΙΔΗ & ΦΑΝΗΣ ΧΑΛΚIΑ,  13677",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.1141704,23.7695696,Δημόσιο,Public
Δημοτικά Σχολεία,27ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ,9521048,"ΚΑΧΙ ΚΑΚΙΑΣΒΙΛΙ 6,  13677",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.1290274,23.7916516,Δημόσιο,Public
Δημοτικά Σχολεία,28ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ,9520738,"ΟΙΚΙΣΜΟΣ ΚΑΠΟΤΑ,  13675",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,,,Δημόσιο,Public
Δημοτικά Σχολεία,29ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ,9521331,"ΙΩΑΝΝΗ ΜΕΛΙΣΣΑΝΙΔΗ ΚΑΙ ΦΑΝΗΣ ΧΑΛΚΙΑ,  13677",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.1141704,23.7695696,Δημόσιο,Public
Δημοτικά Σχολεία,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑΣ,9050585,"ΜΥΡΡΙΝΟΥΝΤΟΣ 22,  19003",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.8802651,23.93209,Δημόσιο,Public
Δημοτικά Σχολεία,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΣΤΕΦΑΝΟΥ,9051609,"ΤΡΑΠΕΖΟΥΝΤΟΣ ΚΑΙ ΛΙΒΕΡΩΝ,  14565",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.1472048,23.855377,Δημόσιο,Public
Δημοτικά Σχολεία,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΙΑΝΙΑΣ,9050596,"ΚΥΠΡΟΥ ΚΑΙ ΑΝΘΗΡΟΥ,  19002",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.9569063,23.8402008,Δημόσιο,Public
Δημοτικά Σχολεία,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΝΑΒΥΣΣΟΥ,9521409,"ΠΥΡΙΧΟΥ ΚΑΙ ΡΟΥΜΕΛΗΣ,  19013",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.740545,23.9246614,Δημόσιο,Public
Δημοτικά Σχολεία,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΥΛΩΝΑΣ,9520570,"Ε.Κ.Κ.Ν. ΑΥΛΩΝΑΣ,  19011",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.2598164,23.7502687,Δημόσιο,Public
Δημοτικά Σχολεία,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ,9050247,"ΠΑΡΝΗΘΟΣ 19,  13674",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.0823857,23.7365068,Δημόσιο,Public
Δημοτικά Σχολεία,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΒΟΥΛΑΣ,9050194,"ΠΛΑΠΟΥΤΑ 7 ΚΑΙ ΑΣΚΛΗΠΙΟΥ,  16673",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.849148,23.7637643,Δημόσιο,Public
Δημοτικά Σχολεία,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΕΡΑΚΑ,9050600,"ΓΑΡΓΗΤΤΟΥ 83,  15344",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.0226358,23.8554105,Δημόσιο,Public
Δημοτικά Σχολεία,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΛΥΚΩΝ ΝΕΡΩΝ,9051118,"ΤΡΙΦΥΛΙΑΣ ΚΑΙ ΑΡΓΟΣΤΟΛΙΟΥ 31,  15354",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.0044914,23.851703,Δημόσιο,Public
Δημοτικά Σχολεία,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΔΙΟΝΥΣΟΥ,9520831,"ΠΑΤΡΙΑΡΧΟΥ ΓΡΗΓΟΡΙΟΥ ΚΥΔΩΝΙΩΝ ΚΑΙ ΔΙΟΝΥΣΟΥ,  14576",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.9998376,23.8166694,Δημόσιο,Public
Δημοτικά Σχολεία,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΘΡΑΚΟΜΑΚΕΔΟΝΩΝ,9520832,"ΒΕΡΟΙΑΣ ΚΑΙ ΧΑΛΚΙΔΙΚΗΣ,  13676",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.1416452,23.7523777,Δημόσιο,Public
Δημοτικά Σχολεία,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΛΥΒΙΩΝ,9051858,"ΑΓ. ΠΕΤΡΟΥ,  19010",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.8433844,23.9168489,Δημόσιο,Public
Δημοτικά Σχολεία,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΕΡΑΤΕΑΣ,9050545,"ΠΑΥΛΟΥ ΜΕΛΑ 20,  19001",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.8019595,23.9828079,Δημόσιο,Public
Δημοτικά Σχολεία,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΡΩΠΙΟΥ,9050551,"ΒΑΣΙΛΕΩΣ ΚΩΝΣΤΑΝΤΙΝΟΥ 298,  19400",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.8948262,23.8785109,Δημόσιο,Public
Δημοτικά Σχολεία,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΡΥΟΝΕΡΙΟΥ,9521011,"ΥΨΗΛΑΝΤΟΥ ΚΑΙ ΚΑΝΑΡΗ,  14568",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.1408753,23.8333338,Δημόσιο,Public
Δημοτικά Σχολεία,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΥΡΙΟΥ,9050556,"ΛΕΩΦΟΡΟΣ ΣΟΥΝΙΟΥ,  19500",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.6904508,24.0519366,Δημόσιο,Public
Δημοτικά Σχολεία,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΕΑΣ ΜΑΚΡΗΣ,9051859,"Λεωφόρος Μαραθώνος 196,  19005",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.097641,23.9720317,Δημόσιο,Public
Δημοτικά Σχολεία,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΙΚΕΡΜΙΟΥ,9521337,"Ιερέως Κοντοράβδη 9,  19009",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.0042363,23.9380916,Δημόσιο,Public
Δημοτικά Σχολεία,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΡΑΦΗΝΑΣ,9050609,"ΛΕΩΦΟΡΟΣ ΜΑΡΑΘΩΝΟΣ 103,  19009",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.0039425,23.8857288,Δημόσιο,Public
Δημοτικά Σχολεία,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΚΑΛΑΣ ΩΡΩΠΟΥ KAI ΝΕΩΝ ΠΑΛΑΤΙΩΝ,9521178,"ΣΤΑΔΙΟΥ,  19015",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,39.8733042,-75.3936808,Δημόσιο,Public
Δημοτικά Σχολεία,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΠΑΤΩΝ,9050564,"ΑΘΗΝΑΣ 6,  19004",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.965044,23.9119246,Δημόσιο,Public
Δημοτικά Σχολεία,2ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΡΤΕΜΙΔΟΣ,9051733,"ΑΓΙΟΥ ΙΩΑΝΝΟΥ ΚΑΙ ΑΝΔΡΟΥ,  19016",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.9593075,23.9835096,Δημόσιο,Public
Δημοτικά Σχολεία,2ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΒΑΡΗΣ,9520737,"ΧΑΤΖΗΔΑΚΗ 2,  16672",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.013178,23.729641,Δημόσιο,Public
Δημοτικά Σχολεία,2ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΛΛΗΝΗΣ - ΑΛΕΞΑΝΔΡΟΣ ΠΑΠΑΔΙΑΜΑΝΤΗΣ,9051483,"ΑΝΑΤΟΛΗΣ 6,  15351",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.005561,23.8854673,Δημόσιο,Public
Δημοτικά Σχολεία,2ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΟΡΤΟ ΡΑΦΤΗ,9520908,"ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ ΚΑΙ ΕΙΚΟΣΤΗΣ ΠΕΜΠΤΗΣ ΜΑΡΤΙΟΥ,  19023",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.8711517,24.0088892,Δημόσιο,Public
Δημοτικά Σχολεία,30ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ,9521332,"ΚΑΧΙ ΚΑΧΙΑΣΒΙΛΙ 6,  13677",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.1043628,23.7663567,Δημόσιο,Public
Δημοτικά Σχολεία,3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΡΤΕΜΙΔΟΣ,9051897,"ΝΙΚΟΥ ΚΑΖΑΝΤΖΑΚΗ 38,  19016",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.9403958,24.0108035,Δημόσιο,Public
Δημοτικά Σχολεία,3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΕΡΑΚΑ,9051847,"ΜΙΑΟΥΛΗ & ΓΚΟΥΡΑ,  15344",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.01227430000001,23.8461372,Δημόσιο,Public
Δημοτικά Σχολεία,3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΛΥΚΩΝ ΝΕΡΩΝ,9051374,"ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ 41,  15354",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.980279,23.8472676,Δημόσιο,Public
Δημοτικά Σχολεία,3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΔΙΟΝΥΣΟΥ,9521661,"ΛΕΩΦ. ΣΤΑΜΑΤΑΣ 25A,,  14572",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.1207312,23.8624108,Δημόσιο,Public
Δημοτικά Σχολεία,3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΛΥΒΙΩΝ,9051891,"Γ. ΚΑΡΑΪΣΚΑΚΗ,,  19010",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.7838421,23.9004087,Δημόσιο,Public
Δημοτικά Σχολεία,3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΕΡΑΤΕΑΣ,9050937,"ΕΥΕΡΓΕΤΗ ΚΩΝ. ΠΡΙΦΤΗ 50,  19001",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.8039308,24.0503969,Δημόσιο,Public
Δημοτικά Σχολεία,3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΥΡΙΟΥ,9050558,"ΛΕΩΦΟΡΟΣ ΑΘΗΝΩΝ 12,  19500",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.7132175,24.0530977,Δημόσιο,Public
Δημοτικά Σχολεία,3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΙΑΝΙΑΣ,9051612,"ΠΑΡΟΔΟΣ ΙΩΑΝΝΟΥ ΖΑΧΑΡΙΑ,  19002",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.9499095,23.8554495,Δημόσιο,Public
Δημοτικά Σχολεία,3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΟΡΤΟ ΡΑΦΤΗ,9521408,"ΚΑΡΟΛΟΥ ΚΟΥΝ 3,  19023",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.0190221,23.6446499,Δημόσιο,Public
Δημοτικά Σχολεία,3ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ,9050249,"ΛΙΟΣΙΩΝ 42,  13671",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.0803948,23.7318688,Δημόσιο,Public
Δημοτικά Σχολεία,3ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΒΟΥΛΑΣ,9051338,"ΜΠΙΖΑΝΙΟΥ 1 ΚΑΙ ΥΜΗΤΤΟΥ 1,  16673",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.8535303,23.7789679,Δημόσιο,Public
Δημοτικά Σχολεία,3ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΡΩΠΙΟΥ,9050553,"ΑΝΔΡΟΥΤΣΟΥ 7,  19441",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.93522979999999,23.865374,Δημόσιο,Public
Δημοτικά Σχολεία,3ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΑΡΚΟΠΟΥΛΟΥ,9050936,"ΚΩΣΤΑ ΣΩΤΗΡΙΟΥ 1,  19003",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.88160939999999,23.938311,Δημόσιο,Public
Δημοτικά Σχολεία,3ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΛΛΗΝΗΣ,9050603,"ΠΥΘΑΓΟΡΑ 2,  15351",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.9878086,23.8531868,Δημόσιο,Public
Δημοτικά Σχολεία,3ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΡΑΦΗΝΑΣ,9051907,"ΠΑΡΟΔΟΣ ΔΗΜΟΚΡΑΤΙΑΣ-ΚΙΟΥΠΙ (ΒΕΡΓΙΝΑΣ & ΑΡΙΑΔΝΗΣ),  19009",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.9606801,23.5961051,Δημόσιο,Public
Δημοτικά Σχολεία,3ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΠΑΤΩΝ,9051846,"ΧΡΗΣΤΟΥ ΜΠΕΚΑ,  19004",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.9669282,23.9166065,Δημόσιο,Public
Δημοτικά Σχολεία,4ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΡΩΠΙΟΥ,9050935,"Γ. ΒΛΑΧΟΥ ΚΑΙ ΑΠΟΛΛΩΝΟΣ,  19400",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.8954931,23.8656369,Δημόσιο,Public
Δημοτικά Σχολεία,4ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΑΡΚΟΠΟΥΛΟΥ,9521336,"ΑΝΑΞΑΓΟΡΑ ΚΑΙ ΑΙΣΧΥΛΟΥ,  19003",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.8895652,23.943871,Δημόσιο,Public
Δημοτικά Σχολεία,4ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΛΥΒΙΩΝ,9521192,"ΜΕΣΣΑΡΙΑΣ ΚΑΙ ΚΥΠΡΟΥ,  19010",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.8029242,23.8942455,Δημόσιο,Public
Δημοτικά Σχολεία,4ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΕΡΑΤΕΑΣ,9521407,"ΣΠΥΡΟΥ ΜΥΡΙΛΑ 2,  19001",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.8100994,23.969296,Δημόσιο,Public
Δημοτικά Σχολεία,4ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΛΛΗΝΗΣ,9051833,"ΛΕΟΝΤΑΡΙΟΥ 5,  15351",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.0017782,23.8798849,Δημόσιο,Public
Δημοτικά Σχολεία,4ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΡΑΦΗΝΑΣ,9521338,"ΧΡΥΣΟΣΤΟΜΟΥ ΣΜΥΡΝΗΣ 10,  19009",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,38.015487,24.0117079,Δημόσιο,Public
Δημοτικά Σχολεία,4ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΡΤΕΜΙΔΟΣ,9520639,"ΑΝΔΡΟΥ 8 & Λ. ΒΡΑΥΡΩΝΟΣ,  19016",ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,37.9443468,24.0077643,Δημόσιο,Public
