Κατηγορία,Σχολείο,Κωδικός,Διεύθυνση,Περιφερειακή Διεύθυνση,lat,lon,Τύπος,Type
Γυμνάσια,12ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501150,"ΚΕΙΡΙΑΔΩΝ ΚΑΙ ΣΦΗΤΤΙΩΝ 1,  11854",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.974195,23.7110967,Δημόσιο,Public
Γυμνάσια,13ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501160,"ΑΛΦΕΙΩΝΙΑΣ 10-12 & ΒΟΥΤΣΙΝΑ,  11632",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9573041,23.7441744,Δημόσιο,Public
Γυμνάσια,14ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501170,"ΑΝ.ΖΙΝΝΗ 28,  11741",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9636008,23.7234977,Δημόσιο,Public
Γυμνάσια,15ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501180,"ΡΗΝΕΙΑΣ 2,  11362",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,,,Δημόσιο,Public
Γυμνάσια,16ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501190,"Πανόρμου και Λαρίσης 47,  11524",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.99344,23.7618968,Δημόσιο,Public
Γυμνάσια,17ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501200,"ΚΥΝΙΣΚΑΣ 29,  11636",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9644752,23.740032,Δημόσιο,Public
Γυμνάσια,18ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501210,"ΔΑΙΡΠΦΕΛΔ 13,  11144",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.0218293,23.7336472,Δημόσιο,Public
Γυμνάσια,19ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501220,"Αγ. Μελετίου 105,  11251",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.0006605,23.7285199,Δημόσιο,Public
Γυμνάσια,1ο ΕΣΠΕΡΙΝΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501420,"Νικοπόλεως 33-35,  11253",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.0086539,23.7322808,Δημόσιο,Public
Γυμνάσια,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΒΥΡΩΝΑ,501490,"Γ. ΓΕΝΝΗΜΑΤΑ 34,  16231",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9609127,23.7589143,Δημόσιο,Public
Γυμνάσια,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΓΑΛΑΤΣΙΟΥ,501402,"ΠΑΣΣΩΒ 8,  11141",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.0129183,23.7398346,Δημόσιο,Public
Γυμνάσια,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΔΑΦΝΗΣ,501510,"ΓΡΑΜΜΟΥ 1,  17234",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9535543,23.7284062,Δημόσιο,Public
Γυμνάσια,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΖΩΓΡΑΦΟΥ,501540,"ΚΡΙΝΩΝ 26,  15772",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9716266,23.7801249,Δημόσιο,Public
Γυμνάσια,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΗΛΙΟΥΠΟΛΗΣ,501610,"ΓΡ.ΑΥΞΕΝΤΙΟΥ 2,  16343",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9354831,23.759917,Δημόσιο,Public
Γυμνάσια,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΚΑΙΣΑΡΙΑΝΗΣ - ΔΗΜΗΤΡΗΣ ΚΑΡΑΜΟΛΕΓΚΟΣ,501630,"ΗΡ. ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ 13 Β,  16121",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9695665,23.7557391,Δημόσιο,Public
Γυμνάσια,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ,501680,"Ν. ΤΡΥΠΙΑ 47,  14341",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.0366979,23.7370584,Δημόσιο,Public
Γυμνάσια,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΥΜΗΤΤΟΥ,501162,"ΠΡΟΥΣΣΗΣ ΚΑΙ ΔΗΜΟΚΡΑΤΙΑΣ,  17236",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9467428,23.7439993,Δημόσιο,Public
Γυμνάσια,1ο ΠΕΙΡΑΜΑΤΙΚΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΑΣ,501040,"ΑΔΡΙΑΝΟΥ 114,  10557",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9732747,23.7300795,Δημόσιο,Public
Γυμνάσια,20ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501111,"Μ.ΚΟΡΑΚΑ 44,  10445",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.0072647,23.7246608,Δημόσιο,Public
Γυμνάσια,21ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501181,"ΤΑΥΓΕΤΟΥ 60,  11255",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.0123162,23.7397994,Δημόσιο,Public
Γυμνάσια,23ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΑΣ,501131,"ΚΕΔΡΗΝΟΥ ΚΑΙ Δ.ΤΣΕΛΙΟΥ 1,  11522",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9908733,23.755004,Δημόσιο,Public
Γυμνάσια,24ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501132,"Γ.ΣΟΥΚΑ 3,  11522",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9884942,23.7565863,Δημόσιο,Public
Γυμνάσια,26ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ - ΜΑΡΑΣΛΕΙΟ,501260,"ΜΑΡΑΣΛΗ 8,  10676",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9778894,23.7465947,Δημόσιο,Public
Γυμνάσια,2ο ΕΣΠΕΡΙΝΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501430,"Π.ΚΥΡΙΑΚΟΥ 12,  11521",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9852865,23.754445,Δημόσιο,Public
Γυμνάσια,2ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΝΩ ΗΛΙΟΥΠΟΛΗ - ΔΕΛΜΟΥΖΕΙΟ,501620,"ΚΕΦΑΛΛΗΝΙΑΣ ΚΑΙ ΜΕΣΣΗΝΙΑΣ,  16342",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9260884,23.7604697,Δημόσιο,Public
Γυμνάσια,2ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΓΑΛΑΤΣΙΟΥ,501404,"Σουλίου 2-4 & Λεωφ. Γαλατσίου,  11146",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.0145118,23.7477759,Δημόσιο,Public
Γυμνάσια,2ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΚΑΙΣΑΡΙΑΝΗΣ,501637,"ΗΡΩΣ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ 13Β,  16121",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9643855,23.7596151,Δημόσιο,Public
Γυμνάσια,2ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ,501690,"ΤΡΩΑΔΟΣ 37,  14342",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.0443964,23.7385685,Δημόσιο,Public
Γυμνάσια,2ο ΠΕΙΡΑΜΑΤΙΚΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501130,"Τ. ΦΙΛΗΜΟΝΟΣ 36 ΚΑΙ ΤΣΟΧΑ,  11521",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.98648379999999,23.754316,Δημόσιο,Public
Γυμνάσια,38ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501380,"ΕΥΕΛΠΙΔΩΝ 40,  11362",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9962589,23.7449193,Δημόσιο,Public
Γυμνάσια,39ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501390,"ΒΕΛΒΕΝΔΟΥ 47,  11364",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.004129,23.7473041,Δημόσιο,Public
Γυμνάσια,3ο ΕΣΠΕΡΙΝΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΑΣ,501108,"ΣΠ. ΜΕΡΚΟΥΡΗ 20,  11634",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9707081,23.7486235,Δημόσιο,Public
Γυμνάσια,3ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΒΥΡΩΝΑ ΑΤΤΙΚΗΣ,501501,"ΤΑΤΑΟΥΛΩΝ 2,  16232",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9525479,23.7572554,Δημόσιο,Public
Γυμνάσια,3ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΓΑΛΑΤΣΙΟΥ,501407,"ΔΡΥΟΠΙΔΟΣ 7,  11147",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.0205104,23.7585267,Δημόσιο,Public
Γυμνάσια,3ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΖΩΓΡΑΦΟΥ,501550,"ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ 3,  15773",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9787295,23.7728585,Δημόσιο,Public
Γυμνάσια,3ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΗΛΙΟΥΠΟΛΗΣ,501627,"ΜΑΡΙΝΟΥ ΑΝΤΥΠΑ ΚΑΙ ΤΖΟΥΜΑΓΙΑΣ,  16345",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.0432919,23.7724965,Δημόσιο,Public
Γυμνάσια,3ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ,501696,"ΙΑΣΩΝΙΔΟΥ 22,  14342",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,40.69059559999999,22.8579883,Δημόσιο,Public
Γυμνάσια,3ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΥΜΗΤΤΟΥ,501164,"ΙΟΝΙΩΝ ΝΗΣΩΝ 33,  17237",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9506312,23.7537089,Δημόσιο,Public
Γυμνάσια,40ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΑΣ,501400,"ΣΚΙΑΘΟΥ ΚΑΙ ΖΩΤΟΥ,  11255",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.011598,23.7413545,Δημόσιο,Public
Γυμνάσια,41ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501321,"ΠΑΤΜΟΥ 11-13,  11253",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.0070243,23.7331137,Δημόσιο,Public
Γυμνάσια,42ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΑΣ,501331,"ΜΙΧΑΗΛ ΒΟΔΑ 12,  10439",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9901231,23.7251385,Δημόσιο,Public
Γυμνάσια,43ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501361,"ΑΣΠΡΟΓΕΡΑΚΑ 2,  11744",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.953516,23.7271043,Δημόσιο,Public
Γυμνάσια,46ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΑΣ,501230,"ΑΣΚΛΗΠΙΟΥ 183,  11471",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9882189,23.7474474,Δημόσιο,Public
Γυμνάσια,48ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501116,"Μ. ΚΟΡΑΚΑ 44,  10445",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.0072647,23.7246608,Δημόσιο,Public
Γυμνάσια,49ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΑΣ - ΔΗΜΟΦΙΛΟΣ,501697,"ΤΣΟΥΝΤΑ & ΒΟΥΤΥΡΑ & ΚΗΠΩΝ,  11143",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.0213914,23.7283996,Δημόσιο,Public
Γυμνάσια,4ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΑΣ,501070,"ΣΑΜΟΥ 46,  10439",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9905708,23.7215848,Δημόσιο,Public
Γυμνάσια,4ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΒΥΡΩΝΑ,501502,"ΚΡΙΕΖΩΤΟΥ ΚΑΙ ΤΣΑΚΑΛΩΦ,  16232",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.0146301,23.8488948,Δημόσιο,Public
Γυμνάσια,4ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΓΑΛΑΤΣΙΟΥ,501408,"ΔΡΥΟΠΙΔΟΣ 7,  11147",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.0205104,23.7585267,Δημόσιο,Public
Γυμνάσια,4ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΔΑΦΝΗΣ,501528,"ΕΘΝΑΡΧΟΥ ΜΑΚΑΡΙΟΥ 153-155,  17235",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9463645,23.7286277,Δημόσιο,Public
Γυμνάσια,4ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΖΩΓΡΑΦΟΥ,501551,"ΒΑΚΤΡΙΑΝΗΣ 99,  15772",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.97157180000001,23.7741793,Δημόσιο,Public
Γυμνάσια,4ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΗΛΙΟΥΠΟΛΗΣ,501628,"ΓΡΑΜΜΟΥ & ΒΑΚΧΟΥ 13,  16345",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9425567,23.7523465,Δημόσιο,Public
Γυμνάσια,50ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501074,"ΧΑΤΖΗΑΠΟΣΤΟΛΟΥ 74-76 ΚΑΙ ΔΟΡΔΟΥ,  10443",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.0041391,23.7124783,Δημόσιο,Public
Γυμνάσια,51ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501076,"ΛΕΝΟΡΜΑΝ & ΑΛΙΚΑΡΝΑΣΣΟΥ 20 - 28,  10441",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9879092,23.7170338,Δημόσιο,Public
Γυμνάσια,52ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501072,"ΠΕΤΡΑΣ - ΤΡΙΠΟΛΕΩΣ 2-4,  10444",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9951476,23.7140784,Δημόσιο,Public
Γυμνάσια,54ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501073,"ΚΑΛΑΜΑ 2,  10443",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.0082808,23.7201637,Δημόσιο,Public
Γυμνάσια,56ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501193,"ΑΧΑΙΑΣ 3,  11523",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9901578,23.7638671,Δημόσιο,Public
Γυμνάσια,57ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501196,"ΑΣΤΡΑΠΟΓΙΑΝΝΟΥ 3,  11526",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.993605,23.7710204,Δημόσιο,Public
Γυμνάσια,59ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ - ΦΩΤΗΣ ΚΟΝΤΟΓΛΟΥ,501406,"ΣΕΚΟΥΝΔΟΥ 10 & Λ.ΙΩΝΙΑΣ 319-327,  11143",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.0261507,23.7387871,Δημόσιο,Public
Γυμνάσια,5ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501080,"ΑΡΑΧΩΒΗΣ ΚΑΙ ΕΜ ΜΠΕΝΑΚΗ 48,  10681",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9847994,23.7336406,Δημόσιο,Public
Γυμνάσια,5ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΓΑΛΑΤΣΙΟΥ,501409,"ΩΡΩΠΟΥ ΚΑΙ ΦΑΥΝΟΥ 2,  11146",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.020349,23.7484892,Δημόσιο,Public
Γυμνάσια,5ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΖΩΓΡΑΦΟΥ,501552,"ΜΕΓ. ΑΛΕΞΑΝΔΡΟΥ ΚΑΙ ΚΟΡΥΤΣΑΣ, ΓΟΥΔΗ,  15773",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9835029,23.7749302,Δημόσιο,Public
Γυμνάσια,5ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΗΛΙΟΥΠΟΛΗΣ,501629,"Λ.ΒΟΥΛΙΑΓΜΕΝΗΣ 521,  16341",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9238597,23.7444823,Δημόσιο,Public
Γυμνάσια,60ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΑΣ,501191,"ΡΗΝΕΙΑΣ 2-4,  11362",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9985334,23.7389406,Δημόσιο,Public
Γυμνάσια,62ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501157,"ΠΑΝΔΩΡΟΥ 13-15,  11853",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9679098,23.7042991,Δημόσιο,Public
Γυμνάσια,63ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501867,"ΑΜΦΙΠΟΛΕΩΣ 52,  11855",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9760654,23.7038101,Δημόσιο,Public
Γυμνάσια,65ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501194,"ΜΗΛΙΑΡΑΚΗ 71,  11145",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.0167796,23.7215124,Δημόσιο,Public
Γυμνάσια,66ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ - ΑΡΙΣΤΟΚΛΕΙΟ,501195,"ΔΡΑΚΟΝΤΟΣ 6,  10442",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9930422,23.7067674,Δημόσιο,Public
Γυμνάσια,67ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΑΣ,501198,"ΛΙΟΣΙΩΝ 195,  10445",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.0023931,23.7218046,Δημόσιο,Public
Γυμνάσια,68ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501199,"ΘΥΣΣΟΥ ΚΑΙ ΑΒΙΑΣ,  11142",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.0253625,23.7447451,Δημόσιο,Public
Γυμνάσια,6ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΑΣ,501090,"ΖΕΥΞΙΔΟΣ 1 & ΠΥΘΕΟΥ,  11743",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9638119,23.7319551,Δημόσιο,Public
Γυμνάσια,6ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΓΑΛΑΤΣΙΟΥ,501411,"ΑΛΚΥΟΝΗΣ ΚΑΙ ΑΙΓΟΣΘΕΝΩΝ,  11146",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.023489,23.7573043,Δημόσιο,Public
Γυμνάσια,6ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΖΩΓΡΑΦΟΥ,501553,"ΤΑΞΙΛΟΥ ΚΑΙ ΥΔΑΣΠΟΥ 18,  15772",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9714372,23.7670694,Δημόσιο,Public
Γυμνάσια,72ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,502198,"ΕΥΑΓΡΙΟΥ & ΚΡΟΥΣΙΟΥ,  11363",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.0079548,23.7513545,Δημόσιο,Public
Γυμνάσια,7ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501100,"ΠΡΑΤΙΝΟΥ 19,  11634",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9693468,23.7474315,Δημόσιο,Public
Γυμνάσια,7ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΗΛΙΟΥΠΟΛΗΣ,501625,"ΠΟΥΣΟΥΛΙΔΟΥ 18,  16346",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9320227,23.753431,Δημόσιο,Public
Γυμνάσια,8ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501110,"ΝΙΚΟΠΟΛΕΩΣ 33,  11253",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,38.0086539,23.7322808,Δημόσιο,Public
Γυμνάσια,9ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,501120,"ΤΡΩΩΝ 2,  11851",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.972613,23.7147543,Δημόσιο,Public
Γυμνάσια,ΓΥΜΝΑΣΙΟ ΔΙΑΠΟΛΙΤΙΣΜΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ Α ΑΘΗΝΑΣ,501050,"ΗΠΕΙΡΟΥ 4,  10433",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,37.9902978,23.7302627,Δημόσιο,Public
